query,title,query_count,title_count,cooccurrence,npmi,similarity
chimes,chime,1285,2126,121,0.611275883900747,0.9102575778961182
hannukah,hanukkah,60,578,40,0.7887025482805546,0.910191535949707
slides,slide,3278,10676,269,0.5114585450527389,0.9101051092147827
pass,passes,2890,131,19,0.5454885162019438,0.9101038575172424
ouchi,ouchie,85,72,12,0.7621235978910773,0.9100151062011719
orders,order,137,2240,12,0.5137544680371593,0.9100148677825928
gator,gators,1065,330,43,0.6377618201718926,0.9099620580673218
crossword,crosswords,316,157,19,0.6782884938784721,0.9098628163337708
knifes,knives,321,7232,47,0.5167508663338729,0.9097728133201599
barnies,barnie,12,69,12,0.8890270927553984,0.9097225666046143
racoon,raccoon,78,588,18,0.6774948363221354,0.9096930623054504
devotional,devotions,623,269,29,0.6441760228523752,0.9096882343292236
tweezer,tweezers,865,3470,70,0.5415577339786243,0.909611165523529
tweezers,tweezer,3470,865,71,0.5431213385754805,0.909611165523529
munchkins,munchkin,22,1500,19,0.7049321966679535,0.9095093011856079
wok,woks,1059,199,23,0.6037937227179965,0.909466028213501
woks,wok,199,1059,45,0.6783343814020852,0.909466028213501
laminate,laminating,971,702,20,0.5121295063565335,0.9092816710472107
majoras,majora,51,104,24,0.852672973784823,0.9092735648155212
baskets,basket,6230,24930,661,0.5002831105976305,0.9092073440551758
smock,smocks,397,109,15,0.6615550912537699,0.9091530442237854
puzzles,puzzle,7216,13061,952,0.5922016430546858,0.9090542793273926
soldering,solder,1877,873,101,0.6274168482637663,0.9090312123298645
duct,ducting,2099,145,23,0.5794707115920295,0.9089611768722534
mexicano,mexican,99,2815,18,0.5599973605777173,0.9089325666427612
grandmas,grandma,108,2630,22,0.5793961188848659,0.9088320732116699
grandma,grandmas,2630,108,15,0.5404691404413997,0.9088320732116699
coolers,cooler,1117,16277,211,0.5337741246988844,0.9087629914283752
artificiales,artificial,34,19430,38,0.5807065675026991,0.908458411693573
valance,valances,988,220,10,0.5180763833229051,0.9084360599517822
valances,valance,220,988,33,0.6409487061445797,0.9084360599517822
testing,test,1498,8314,166,0.5345674766127277,0.9083101749420166
swaddle,swaddled,2774,46,11,0.5608105373237051,0.9081588387489319
softballs,softball,139,1560,33,0.6411110844657524,0.9081575870513916
cameos,cameo,42,1092,14,0.6504848542935918,0.9081132411956787
snips,snip,267,134,20,0.7053666416009541,0.9080917835235596
bulldog,bulldogs,1129,576,29,0.553051296469831,0.9080191254615784
4gx,4g,16,5275,10,0.5774055658330528,0.9077954888343811
romanian,romania,74,38,14,0.829350763968662,0.9076953530311584
truffle,truffles,546,513,20,0.5704424887317451,0.9075819849967957
barack,obama,75,288,16,0.7133860614254853,0.9075677394866943
obama,barack,288,75,14,0.6987277383856025,0.9075677394866943
barbies,barbie,31,3100,23,0.6557557454011249,0.9073487520217896
swaddle,swaddleme,2774,303,51,0.5963722553622458,0.9073192477226257
swaddleme,swaddle,303,2774,35,0.5554656491426718,0.9073192477226257
tap,taps,3470,124,15,0.5137419307579698,0.9072636365890503
conceal,concealed,410,2838,31,0.5207667350812344,0.907253623008728
skeleton,skeletons,3096,128,15,0.5190378672944442,0.9071152210235596
dresses,dress,21429,90190,5145,0.5577385493255562,0.9070309996604919
tn730,tn760,202,244,16,0.660074130837398,0.9068273305892944
tn760,tn730,244,202,23,0.6999402848432744,0.9068273305892944
ob2,obd2,37,1278,39,0.7643372680241901,0.9067205786705017
straw,straws,13495,7452,508,0.5035837654647226,0.9066715240478516
statues,statue,379,2497,51,0.5880873048681429,0.9065695405006409
depends,depend,111,420,64,0.8273747269135869,0.9065501689910889
magnified,magnification,251,2366,18,0.510731580942649,0.9065207839012146
viking,vikings,1439,534,35,0.5615695890908099,0.9063321352005005
40watt,40w,79,2642,25,0.6133338199062605,0.9063062071800232
tossing,toss,179,1802,29,0.6001720127325227,0.9062533974647522
volcanica,volcanic,38,299,15,0.747611592425092,0.9061346054077148
bearbrick,bearbricklys,87,54,27,0.875382293726581,0.906090497970581
lemonheads,lemonhead,23,22,14,0.9392358671420787,0.9058591723442078
rods,rod,3963,19921,598,0.5446910652189583,0.9058441519737244
shrugs,shrug,189,734,32,0.6679119681608147,0.9058178067207336
duplicate,duplicates,236,223,12,0.6256161127433563,0.9057393074035645
sconces,sconce,1219,1967,45,0.5099440388810387,0.9056817889213562
winch,winches,971,62,20,0.6712473941114052,0.9056594371795654
ninecfun,ninecifun,12,18,12,0.9742764431924125,0.9055672883987427
slippers,slipper,6784,5206,798,0.6527797898200695,0.9055650234222412
icicles,icicle,52,520,12,0.6678641749258265,0.9055160880088806
posters,poster,5349,17985,559,0.519370723936092,0.9054187536239624
brasil,brazil,102,523,16,0.6549613829402889,0.9054020643234253
hamper,hampers,2481,119,13,0.5239465935700235,0.9053676128387451
hampers,hamper,119,2481,19,0.5617383171803506,0.9053676128387451
cages,cage,429,6414,86,0.5708681063247364,0.9052021503448486
fart,farting,475,162,13,0.6096881007219318,0.905063271522522
fungus,fungal,989,347,57,0.6719352780158595,0.9050619602203369
rat,rats,1617,539,39,0.5645207614344346,0.9050464034080505
tanners,tanner,56,884,18,0.6725216462395613,0.9048473834991455
daubers,dauber,265,93,24,0.7507361130213659,0.9043934941291809
yongnou,yongnuo,14,139,14,0.8529357206166955,0.9040607213973999
seeds,seed,7188,6635,317,0.5065441521584892,0.9039844274520874
cds,cd,426,9947,62,0.5038874541121025,0.9039537310600281
penguins,penguin,202,1720,17,0.5399068658425837,0.903824508190155
penguin,penguins,1720,202,16,0.5338740422047163,0.903824508190155
compost,composter,527,65,13,0.6612953350459264,0.903630256652832
composter,compost,65,527,12,0.6528591490129358,0.903630256652832
purolatorone,purolator,76,124,16,0.7669853224502675,0.9036189913749695
kumbucha,kombucha,14,677,15,0.7592788867030275,0.9035326242446899
broadheads,broadhead,91,180,19,0.7507044199664217,0.9035219550132751
reed,reeds,909,276,34,0.6345327798357114,0.9034544229507446
reeds,reed,276,909,13,0.5343273333368607,0.9034543037414551
wolverine,wolverines,866,217,11,0.5363872230992692,0.9033721685409546
g16a,g16,17,68,12,0.8678559640477002,0.9033182263374329
grateful,gratitude,746,986,24,0.5253731399796928,0.9032655954360962
zukes,zuke,18,77,15,0.8830010782915275,0.9031209945678711
santas,santa,77,7833,23,0.5342110172055887,0.9029818773269653
sweetart,sweetarts,39,123,33,0.899481349092139,0.9029285311698914
radian,radians,116,90,10,0.7084785494021422,0.9027664661407471
anchors,anchor,896,3700,70,0.5344579098046581,0.9027448892593384
polos,polo,99,12273,51,0.5706310082784422,0.9025321006774902
fridges,refrigerator,63,10067,18,0.5064505345905589,0.9024676084518433
aerobics,aerobic,473,454,15,0.5584672785971788,0.9024360775947571
scouts,scout,220,1535,18,0.5474899324693636,0.9023778438568115
scout,scouts,1535,220,17,0.5417515447304128,0.9023778438568115
lantern,lanterns,5645,2169,191,0.5524445371638909,0.9023608565330505
aunty,aunt,76,1677,100,0.8134343624614454,0.9022933840751648
robots,robot,520,4822,82,0.5721762184229386,0.9022336602210999
pipette,pipettes,157,206,17,0.6939363341793487,0.9021679759025574
microneedling,microneedle,330,424,10,0.5457020780053644,0.9020642638206482
microneedle,microneedling,424,330,10,0.5457020780053644,0.9020642042160034
tinks,tink,20,83,14,0.8631199720401815,0.9019091129302979
bunion,bunions,1213,149,10,0.5296483619392744,0.9018419981002808
211,211+,372,330,45,0.7157564303381536,0.9018278121948242
.rascal,rascal,38,538,38,0.8185953261602765,0.9016942381858826
dental,dentist,7006,904,94,0.5202310174306838,0.9016671776771545
beeswax,beewax,1457,81,24,0.6467990306295723,0.9016612768173218
kurtis,kurti,58,379,30,0.7847527980861109,0.9016587138175964
dominoes,domino,713,508,93,0.7276819251035912,0.901616096496582
toddie,toddy,18,80,15,0.880541423814014,0.9014407992362976
mona,monat,123,159,15,0.7126640601356723,0.9013264179229736
its,it,2364,26736,369,0.5022675709416721,0.9012964963912964
garlands,garland,804,8910,112,0.5308138728844991,0.9012435674667358
tinting,tint,193,3596,23,0.5249228352682963,0.9011087417602539
sv03,sv05,244,171,28,0.7335303828523897,0.9010938405990601
crayons,crayola,2759,3736,126,0.5171265059163053,0.900917112827301
ceylong,ceylon,16,512,23,0.8186899084544382,0.9008177518844604
fire.,fire,23,23601,27,0.5577115197925612,0.9005658626556396
mystics,mystic,27,831,11,0.6704814771073933,0.9004409909248352
schmidts,schmidt,43,463,32,0.7992463380611341,0.900147557258606
gummies,gummy,4485,3561,160,0.5113972278146452,0.9000495672225952
hanuka,hanukkah,15,578,15,0.7650130418169312,0.8999941349029541
glycerna,glucerna,13,32,14,0.9517838056254598,0.8998994827270508
g7x,g7,152,4447,44,0.5951436742903936,0.8996111154556274
peets,peet,55,353,50,0.8570133221089347,0.899596631526947
snicker,snickers,16,451,17,0.7912541226936508,0.8995462656021118
ender3,ender,28,936,17,0.7075798175577089,0.8991032838821411
islam,muslim,133,542,14,0.6215143262839918,0.8987683057785034
retinoids,retinol,11,3007,15,0.6788461778544541,0.8987637162208557
vises,vise,30,852,17,0.7092040500261614,0.8986854553222656
stamps,stamp,2430,4329,156,0.540136617682287,0.8986324071884155
stamp,stamps,4329,2430,186,0.5609402358803729,0.8986323475837708
folger,folgers,26,244,16,0.7925592959999963,0.8986294269561768
train,trains,6703,815,77,0.5090527627075097,0.8986254930496216
peak,peaks,3077,109,14,0.5230123962423393,0.8985983729362488
rub,rubs,860,75,11,0.6038573283847277,0.8985188603401184
chinos,chino,67,1907,26,0.6502961444255844,0.8984807133674622
vivos,vivo,24,1049,10,0.6532724221197693,0.8984572291374207
turners,turner,52,961,28,0.7214361786427856,0.8983491063117981
boo,boos,857,514,22,0.5504450069752599,0.8983352184295654
thayer,thayers,33,170,14,0.7851014358481211,0.8981360197067261
natures,nature,469,10936,115,0.5585552833615105,0.8979886174201965
taramps,taramp,43,48,17,0.8724560813971995,0.8979238271713257
luk,luks,32,542,32,0.8085772289198004,0.8977636694908142
seedlings,seedling,404,503,20,0.5914822627136216,0.8977571129798889
mocs,moc,12,665,12,0.7452875679191434,0.8977260589599609
madden20,madden,16,2523,11,0.6334248427292913,0.8977134227752686
dudes,dude,178,1449,71,0.7186159108520466,0.8975082635879517
az,arizona,349,1251,16,0.519112991321447,0.8974964618682861
boas,boa,74,465,14,0.6688939139314674,0.8974835276603699
loofa,loofah,89,1075,16,0.6172122061841623,0.897388756275177
saws,saw,303,7236,40,0.5038752879024202,0.8973749876022339
annies,annie,85,666,54,0.791983112173106,0.8972964882850647
towers,tower,300,9726,58,0.5231185369221433,0.8971596360206604
p226,p220,255,131,18,0.6981353362105531,0.8969851732254028
sail,sails,1508,137,11,0.5304098285438065,0.8969689011573792
sails,sail,137,1508,16,0.5674660367982642,0.8969689011573792
ottoman,ottomans,4253,211,25,0.516284549130279,0.8969601988792419
pecans,pecan,384,829,35,0.6215504664995392,0.896904468536377
quesidilla,quesadilla,16,70,13,0.8794068602718362,0.8968545794487
wagons,wagon,49,1574,15,0.6243646762580812,0.8967865705490112
beekeepers,beekeeping,52,230,12,0.7196170341795979,0.8966779708862305
scanner,scanning,4342,375,37,0.5161936122886711,0.8962038159370422
goddards,goddard,34,72,14,0.8382322577419621,0.8961697816848755
guy,guys,891,1693,52,0.5576325871580503,0.8961688876152039
nightmares,nightmare,37,2265,15,0.619020006158397,0.8961486220359802
robes,robe,1748,7693,371,0.628428432962894,0.8959501385688782
rims,rim,640,3051,86,0.5957360347295628,0.8959329128265381
procrastinating...,procrastinating,39,931,39,0.7824497996290961,0.8958873748779297
littman,littmann,31,402,23,0.7909284587829024,0.8958550691604614
metatarsal,metatarsalgia,849,135,21,0.6342586095812949,0.8956172466278076
pjamas,pajama,24,7825,13,0.5527947757791594,0.8956089019775391
pans,pan,7837,18245,685,0.5119070992186759,0.8955755233764648
545,535,117,175,13,0.6941110496593758,0.895500898361206
fidgets,fidget,192,5094,50,0.5835962313385057,0.895424485206604
falses,false,33,5409,37,0.667234190670977,0.8952614665031433
crayonsfor,crayons,13,2759,17,0.687224883486163,0.8951492309570312
receipts,receipt,138,595,18,0.6395719598638653,0.8950443267822266
yankee,yankees,1100,979,36,0.541553841045611,0.8948198556900024
swimsuits,swimwear,5702,6530,354,0.5399794710877649,0.8946536779403687
massagers,massage,527,16751,167,0.5614832055830874,0.8946242928504944
russia,russian,259,1304,29,0.5970818573042249,0.894558310508728
lamps,lamp,5817,36191,1212,0.5545954191957947,0.8945532441139221
buns,bun,352,2290,52,0.6014672668399236,0.8945415019989014
squeaky,squeaker,1666,521,26,0.5224741279631689,0.8945237398147583
debbies,debbie,24,240,25,0.8522174096703166,0.8944962024688721
danish,denmark,154,109,15,0.7224964500577223,0.8943300247192383
rind,rinds,74,215,13,0.7101964321036547,0.8941704034805298
rinds,rind,215,74,10,0.682055815148073,0.8941704034805298
mower,lawnmower,3313,331,35,0.5373639584888951,0.8941307663917542
lawnmower,mower,331,3313,25,0.5029438556822489,0.8941307663917542
r2d2,r2,129,677,17,0.6294913232333775,0.8941158652305603
defrosting,defroster,470,191,13,0.5998620945806038,0.894040048122406
miltons,milton,44,596,27,0.7603743620159253,0.8940097093582153
magnified,magnifying,251,3019,33,0.5562873102062217,0.8939983248710632
invitations,invite,1790,218,38,0.6167420236787661,0.8939821124076843
teals,teal,126,10958,62,0.5833027951113082,0.8938977122306824
quilting,quilters,2073,95,20,0.593539495229477,0.8938504457473755
breeches,breech,101,92,10,0.7157844615251457,0.8938051462173462
tullys,tully,11,84,10,0.8605468745671907,0.8937161564826965
godparent,godparents,149,165,45,0.8271153287132125,0.8936748504638672
grapes,grape,255,2314,47,0.6118887430248098,0.8935108184814453
benches,bench,516,9215,213,0.6389800214867828,0.8934457302093506
loc,locs,294,729,14,0.5517026496668397,0.8934337496757507
translator,translation,373,408,12,0.5582506282337517,0.8934271931648254
warmers,warmer,1661,9497,195,0.5353967585251158,0.8932947516441345
cq57,cq60,67,72,18,0.8241436558361827,0.8932135105133057
gazebos,gazebo,203,2839,99,0.701573663912788,0.8930965065956116
chacos,chaco,73,413,72,0.8739804218336674,0.8930191993713379
coaxial,coax,1717,1600,65,0.5397318798023769,0.8928980231285095
mrs,mrs.,1114,2073,101,0.602248557325196,0.8924813866615295
slings,sling,134,5297,81,0.6618866637912968,0.8922675848007202
jamaica,jamaican,216,495,13,0.5887138983083602,0.8922147750854492
basketballs,basketball,179,11984,41,0.5079332766880125,0.8921465873718262
henleys,henley,24,1914,12,0.6342441855699167,0.8921046853065491
0w20,0w,28,263,16,0.7829246302062491,0.8919135928153992
pamper,pampers,57,1528,16,0.6232831436790393,0.8916712999343872
floss,flossers,1957,390,20,0.5047168420699146,0.891667902469635
flossers,floss,390,1957,34,0.5589555448186525,0.891667902469635
trx4,trx,100,259,14,0.6870960942652415,0.8915817141532898
translate,translator,88,373,25,0.7364220896366609,0.8915307521820068
cotapaxi,cotopaxi,16,16,16,1.0,0.8912913799285889
disinfecting,disinfectant,587,870,15,0.5027165291465204,0.8911640644073486
daddys,daddy,85,2206,27,0.6288049184091565,0.891129732131958
robot,robotic,4822,1219,134,0.5661962614360071,0.8910728096961975
bibles,bible,129,9049,42,0.5523746966558999,0.8910539746284485
e310,e310dw,55,32,16,0.8754167223340805,0.8908374905586243
globes,globe,262,4345,60,0.5932699782022127,0.8906876444816589
strollet,stroller,16,6812,17,0.6151183713262685,0.8905563354492188
t3,t3i,1025,176,11,0.538964628838153,0.8905171751976013
s19,s19j,130,32,10,0.7661860009895098,0.8904152512550354
suppositories,suppository,522,115,11,0.6083887752848743,0.890300989151001
suppository,suppositories,115,522,34,0.7316831798382946,0.890300989151001
luigis,luigi,63,594,40,0.7834756381062277,0.8902194499969482
s10c,s10,16,14325,19,0.5782835911536196,0.8901774287223816
curtains,curtain,18319,31517,1779,0.5162948046874895,0.8900948166847229
grandma,grandmother,2630,790,42,0.5126390401372858,0.8900589942932129
witch,witches,3027,345,24,0.5021145437967932,0.8899227380752563
diving,dive,1701,789,32,0.5143774612836067,0.8898155689239502
dive,diving,789,1701,40,0.5375889974798288,0.8898155689239502
skates,skate,2723,3045,116,0.5239589361230618,0.8898006677627563
paddle,paddleboard,3212,154,19,0.5280151576171958,0.8897658586502075
presses,press,113,11398,48,0.5599519684294963,0.8897411823272705
mishna,mishnah,16,51,17,0.9326598495383335,0.8897135257720947
balding,bald,128,614,13,0.6083417440282343,0.8894606828689575
ayurveda,ayurvedic,117,245,10,0.6451326957946634,0.8891562819480896
molbily,molblly,15,250,15,0.81894822911253,0.8891546726226807
corks,cork,210,3997,28,0.5322864242253375,0.8891284465789795
firefighter,fireman,833,349,42,0.6481810863835696,0.8890939354896545
flanged,flange,126,1250,19,0.6027998729266385,0.8888477087020874
claptons,clapton,11,125,12,0.8568495239679313,0.888818085193634
cc,cc+,2542,209,52,0.6306289625187848,0.8886656761169434
harrys,harry,50,6249,21,0.5682927010728798,0.8886117935180664
whoopies,whoopie,16,175,15,0.8377481207791799,0.8885898590087891
spreads,spread,308,1297,39,0.6180141694158239,0.8885116577148438
meyers,meyer,221,1494,145,0.7924801993484487,0.8885082602500916
sailors,sailor,50,1398,13,0.6158153800304805,0.8883637189865112
noahs,noah,32,442,12,0.7089763507004821,0.8883314728736877
drooler,drool,119,377,20,0.6905301303295661,0.8881732225418091
052h,052,41,128,15,0.7973197094342024,0.8880715370178223
concealer,conceal,3208,410,28,0.5021724431797936,0.8880679607391357
mukluk,muk,32,576,14,0.7088893510679246,0.8878774642944336
lebanon,lebanese,41,39,10,0.8261516997280298,0.88782799243927
batwoman,batgirl,21,251,19,0.8247977644306764,0.8877871632575989
contacter,contactor,18,115,14,0.8489780310414303,0.8876329660415649
tuxedo,tux,1682,197,12,0.5088865242857028,0.8875393867492676
20x20,20x20x1,644,137,16,0.6224486592858757,0.8874949216842651
titos,tito,12,56,11,0.8918276985088052,0.8873257637023926
susans,susan,24,1106,16,0.7000668940252652,0.8871403932571411
m15w,m16w,55,30,15,0.8717808930143691,0.8870784640312195
frother,froth,1727,113,13,0.5503464168163386,0.8869705200195312
topper3,topper,16,12200,20,0.5941197008026237,0.886846125125885
okidat,okidata,18,51,17,0.9250185956041804,0.8868371248245239
clitoral,clitoris,315,293,11,0.5812492557986085,0.8868260979652405
charlottes,charlotte,20,743,16,0.7375558180498974,0.8867084980010986
phermones,pheromone,12,263,11,0.7942340489103894,0.8865934014320374
husquavarna,husqvarna,16,1153,16,0.7235792879400552,0.8865506052970886
moldes,molds,61,7576,37,0.6022395291479128,0.8865070343017578
walkie,walky,2835,238,30,0.5541140785567185,0.8863011598587036
walky,walkie,238,2835,19,0.5077270568950024,0.8863011598587036
squishy,squishies,1933,1021,98,0.6102109959885217,0.8862581253051758
squishies,squishy,1021,1933,115,0.629287400013631,0.8862581253051758
sv03,sv06,244,179,30,0.7385067012772958,0.886062502861023
highlighter,highlighting,1115,311,29,0.5953088220429104,0.8858641386032104
poached,poacher,260,482,13,0.578588537300362,0.8856573700904846
pom,poms,5800,1384,98,0.5075214379593017,0.8855695724487305
poms,pom,1384,5800,101,0.5108559241484529,0.8855695724487305
quinnn,quinn,11,846,10,0.715690039174646,0.8853181600570679
bipods,bipod,46,694,25,0.7382720411776594,0.8851332664489746
sv03,sv07,244,167,27,0.7308968852296371,0.8850820064544678
zesters,zester,25,399,24,0.81075845234276,0.8850051164627075
obd2,obd,1278,407,33,0.5817956864571688,0.8849599957466125
ribbon,ribbons,10262,1272,168,0.5323890523264284,0.8849202990531921
sv03,sv09,244,181,33,0.7489865480004853,0.8849139213562012
fungus,fungi,989,96,20,0.6413762789411173,0.8848788142204285
tings,ting,19,224,11,0.7753674641107305,0.8848079442977905
whitening,whiter,4097,104,14,0.5076780147298587,0.8847976326942444
celcius,celsius,20,253,11,0.7644499178504265,0.8844197392463684
gamagatsu,gamakatsu,13,99,12,0.8610455717484826,0.8841255903244019
ant,ants,1492,370,20,0.5259565394357009,0.8840504288673401
toastr,toaster,15,3651,20,0.6774535889728839,0.8837910294532776
konbucha,kombucha,16,677,18,0.7714703180687332,0.8837746381759644
y.s.,ys,120,289,16,0.6827897235066198,0.8837584257125854
sliper,slipper,21,5206,10,0.5611765731593056,0.8835313320159912
timberlands,timberland,24,3188,21,0.6608413044802334,0.8834948539733887
gentleman,gentlemen,630,212,11,0.5579322548059977,0.8834757208824158
softner,softener,23,1564,19,0.6992970913420644,0.8832986950874329
177,.177,296,1135,47,0.6510109677594375,0.883086621761322
hoppes,hoppe,84,181,37,0.8355142580254477,0.8830394744873047
gap,gapping,1732,52,11,0.5827931259511177,0.88295578956604
gullivers,gulliver,15,45,15,0.9293008663124877,0.8828132748603821
rower,rowing,184,409,21,0.6619300492426181,0.8827639222145081
rowing,rower,409,184,15,0.6259442116996188,0.8827639222145081
squeakers,squeaky,252,1666,14,0.5086256714377126,0.8825505971908569
squeaky,squeakers,1666,252,17,0.5276283241359792,0.8825505971908569
b721,b731,69,42,14,0.8274207037417131,0.8823434114456177
straightenerer,straightener,16,4402,18,0.6495617177353133,0.8822734951972961
fountains,fountain,406,4898,132,0.645528955525002,0.8822253942489624
washcloths,dishcloths,1286,241,11,0.5048209761523738,0.8819251656532288
sacks,sack,511,3280,62,0.5695734115858714,0.8818329572677612
gsxr,gsx,197,92,21,0.7555746188610826,0.8817557096481323
jordans,jordan,185,2957,141,0.7507422805389877,0.8813070058822632
cetrulline,citrulline,34,863,43,0.8091706618921051,0.8810986280441284
80s,1980s,1471,203,13,0.5232220073772362,0.8810686469078064
carlsons,carlson,120,593,17,0.6427777015736772,0.8810329437255859
recycling,recycle,1059,458,34,0.589752820600321,0.8809336423873901
512gb,512g,3725,46,11,0.542211963606871,0.880730390548706
aunty,aunts,76,79,13,0.7723377052235763,0.8807079792022705
booties,bootie,2786,1811,117,0.5617657692752943,0.8805821537971497
+bike,bike,9,37256,14,0.5230293997813298,0.8805192708969116
gods,god,329,4474,45,0.5437344222529438,0.8804326057434082
paddletech,paddletek,16,36,12,0.9120505783674175,0.88037109375
a10,a10e,943,2136,77,0.5808146704547765,0.8801349401473999
volcome,volcom,16,467,15,0.774582743372266,0.8800811767578125
paddleball,paddle,19,3212,12,0.6162213229094552,0.8799558281898499
burts,burt,257,1948,138,0.7545710893197014,0.8798079490661621
tn450,tn420,61,39,13,0.831368716846529,0.8795962333679199
strangers,stranger,166,1653,10,0.5034618555506998,0.8795433640480042
sanums,sanum,12,12,12,1.0,0.879477322101593
j3,j3v,4636,319,35,0.5170078952894372,0.8794403076171875
peddle,peddler,49,176,11,0.7308094017383768,0.8793684840202332
s10plus,s10,72,14325,38,0.5502136189161778,0.8792887926101685
tricycle,trike,1277,1426,48,0.5358622491619602,0.8792867660522461
trike,tricycle,1426,1277,51,0.5423664692090573,0.8792867660522461
+chocolate,chocolate,9,22112,10,0.5236086163489736,0.8792686462402344
lathes,lathe,66,560,52,0.8170752832958883,0.8791260719299316
d1s,d1r,262,125,24,0.7318679687253853,0.878987193107605
watches,watch,5137,64279,2502,0.6195217514432813,0.8789602518081665
tweezerman,tweezer,122,865,27,0.6672517560211889,0.8786174058914185
fasciatis,fasciitis,16,2501,21,0.7034761281656245,0.8785939812660217
scaffolding,scaffold,118,175,12,0.6849682868915156,0.8784938454627991
toryburch,tory,10,868,11,0.7304010261523319,0.8784719705581665
massagethings,massage,37,16751,66,0.6473223192753977,0.8784638047218323
125bvx,125bx,82,60,15,0.8014729649374984,0.8784205913543701
nads,nad,20,178,13,0.805665935699589,0.8782858848571777
cx7,cx,9,936,12,0.7418524090701611,0.8782188296318054
st,st.,2741,2003,146,0.5814694025937436,0.8781671524047852
tangler,tangle,16,2000,13,0.6656375787377717,0.8780866265296936
psychologist,psychology,154,408,11,0.6055104319524222,0.8779702186584473
zippy,zippypaws,81,261,18,0.7279258624396421,0.8778262138366699
pumping,pumps,727,2716,44,0.5210257563736519,0.8777959942817688
ok,okay,1240,758,32,0.5384742075744338,0.8777135610580444
spikes,spike,829,1239,27,0.5150574346597185,0.8776921033859253
ketones,ketone,888,576,43,0.6118572368321097,0.8776736259460449
ketone,ketones,576,888,16,0.5088828258661481,0.8776736259460449
taio,t.taio,45,76,19,0.8530656308413057,0.8774787187576294
bits,bit,3367,7413,207,0.5069662176408886,0.8774232864379883
melatonina,melatonin,12,1680,13,0.6950996881515222,0.8772721886634827
vein,veins,365,501,20,0.5983996837955714,0.8771909475326538
rods,rod.,3963,154,17,0.503358380505003,0.877072274684906
kilts,kilt,62,211,41,0.8588217133606307,0.8768554329872131
daves,dave,54,534,51,0.8319492123576762,0.8768203854560852
disposal,disposer,1166,163,32,0.6466132555171937,0.8766781687736511
cuba,cuban,318,2218,27,0.540196593409125,0.87667316198349
s10plus,s10+,72,2335,20,0.6039119108323479,0.8766303658485413
looms,loom,44,8251,16,0.5310350865490472,0.8765941858291626
h1led,h1,15,465,17,0.7934578491417213,0.8764560222625732
#00,00,70,3759,10,0.5060916530373841,0.8763218522071838
crowns,crown,744,6729,96,0.5397541830071902,0.8763171434402466
193,#193,107,40,10,0.7644024686050328,0.8762551546096802
rivet,riveter,1703,57,11,0.578066002801732,0.8760718107223511
boxers,boxer,891,7417,264,0.6407666248677536,0.8760260343551636
sliced,slices,575,1382,22,0.5115174930805232,0.8758453130722046
racists,racism,49,158,29,0.85081845546576,0.8757803440093994
racism,racists,158,49,11,0.7376165271686604,0.8757803440093994
die,dies,5717,964,82,0.5152770698940464,0.8757686614990234
s8plus,s8,57,11822,21,0.5177382253526744,0.875623345375061
jims,jim,31,1894,28,0.7106273152298137,0.8755654692649841
lenton,lention,16,186,16,0.8414732180364746,0.8755456805229187
corksickle,corkcicle,16,60,11,0.8693237181574265,0.8753768801689148
shave,shaving,2016,2993,108,0.5393618286701573,0.8753386735916138
shaving,shave,2993,2016,136,0.5659736372611748,0.8753386735916138
patricks,patrick,385,1223,19,0.5312365272326209,0.875255286693573
ikes,ike,35,82,13,0.8194042053341862,0.8751808404922485
wrights,wright,202,238,13,0.6396818461671218,0.8750037550926208
janes,jane,83,2342,35,0.6551240299583375,0.8747879266738892
xtratuffs,xtratuf,11,104,11,0.8582600367819352,0.8746660351753235
decaf,decaffeinated,1473,566,56,0.607441778946964,0.8746565580368042
chlorine,chlorinating,1645,191,32,0.6126057485748625,0.8745715618133545
vitamina,vitamin,18,23138,16,0.5221610012836664,0.8744112253189087
xps13,xps,70,2434,16,0.5799207970982181,0.8743841648101807
a10,a10s,943,269,10,0.508388702431686,0.8743547201156616
pedaler,pedal,19,5073,16,0.6167330824736013,0.8743457794189453
towables,towable,58,375,22,0.7489300169545834,0.8743232488632202
murphys,murphy,16,856,16,0.7428269445701879,0.8743069767951965
nkjv,kjv,229,468,10,0.5624245860577107,0.8740147352218628
brazillian,brazilian,27,8736,24,0.6008471573886512,0.874014139175415
eraseble,erase,12,10309,18,0.6128827786947398,0.873772144317627
freezed,freeze,13,2500,10,0.6372577895487747,0.8736863136291504
magnifying,magnifier,3019,1372,152,0.6075946678402019,0.8735699653625488
5w20,5w,80,1604,55,0.7368243085376179,0.8734318017959595
grinder,grind,8328,588,68,0.5034796313516716,0.8733989000320435
zuiko,m.zuiko,19,55,16,0.9091037190076684,0.8731185793876648
scoote,scooter,21,8366,27,0.6331612691778151,0.8730663657188416
meleluca,melaleuca,16,102,16,0.8802961347281618,0.8730647563934326
poppin,popin,278,49,14,0.7282638534805937,0.8730553984642029
kays,kay,16,752,16,0.7511976311932583,0.8729400634765625
mexicanos,mexican,40,2815,16,0.6066863512009603,0.8728840351104736
warrior,warriors,1643,701,53,0.5786092972372877,0.8728139996528625
recomier,recamier,15,33,15,0.9492603051119369,0.8726047277450562
545,552,117,205,12,0.6754701601715766,0.8725956082344055
trackers,tracking,186,2457,14,0.5031905255936007,0.8725638389587402
